name,age,gender,course,year,attendance,gpa_sem1,gpa_sem2,gpa_sem3,gpa_sem4,gpa_sem5,backlog_count,event_participation,dropout_thought,avg_gpa,event_score,has_backlog,gpa_trend,risk_probability,predicted_risk_probability
Sneha Patel,19,0,1,0,90.64,6.46,6.71,8.35,4.45,7.38,5.0,never,1,6.67,0,1,0.9199999999999999,0.7726986223249394,0.6557922941711131
Monika Chitale,22,0,3,2,64.56,9.7,6.995,6.8,8.01,6.15,1.0,rarely,0,7.531000000000001,1,1,-3.549999999999999,0.42656901881922127,0.4296903431683331
Aryan Reddy,18,1,2,2,34.43,6.89,6.32,5.74,8.08,8.45,0.0,occasionally,0,7.096000000000001,2,0,1.5599999999999996,0.4793798961491129,0.46550705435099055
Aditya Singh,21,1,3,0,79.48,7.75,9.17,7.79,8.3,7.42,2.0,regularly,0,8.086000000000002,3,1,-0.33000000000000007,0.2477413932827082,0.2634202686034137
Krishna Thomas,18,1,1,0,72.58,6.53,7.79,6.04,8.31,7.94,1.0,occasionally,0,7.322,2,1,1.4100000000000001,0.355524206861362,0.35075763225932816
Ritika Chavan,20,1,4,0,51.59,6.46,4.93,7.0,6.89,6.4,3.0,never,1,6.336,0,1,-0.05999999999999961,0.8385358825824654,0.8189969182450484
Dev Chitale,22,1,3,0,72.1,5.88,6.92,6.97,7.46,6.36,0.0,occasionally,0,6.718000000000001,2,0,0.4800000000000004,0.35516403037488353,0.3591098130241216
Aanya D'Souza,22,1,0,0,72.58,5.5,7.25,6.12,4.87,5.67,1.0,rarely,0,5.882000000000001,1,1,0.16999999999999993,0.5884383347840441,0.5745757833642814
Krupa Fernandes,20,0,1,1,70.04,7.3,7.35,6.9,8.36,6.82,0.0,rarely,0,7.345999999999999,1,0,-0.47999999999999954,0.3490710448119579,0.34950470251948534
Vivaan Pinto,18,1,2,2,39.67,7.78,7.42,7.0,6.74,6.03,1.0,regularly,0,6.994,3,1,-1.75,0.4830416904283099,0.4844635254916388
Shaurya Sinha,21,0,0,0,70.01,8.25,6.995,4.95,8.18,7.61,1.0,rarely,0,7.197,1,1,-0.6399999999999997,0.44213164450580783,0.43542116425970373
Kavya Jadhav,22,0,3,1,78.81,6.16,4.94,5.1,6.44,7.23,3.0,occasionally,1,5.974000000000001,2,1,1.0700000000000003,0.6393883002671308,0.6162932773494848
Chirag Gokhale,21,0,0,1,86.09,10.0,5.77,4.95,6.53,5.12,0.0,occasionally,0,6.473999999999999,2,0,-4.88,0.3214725215355525,0.30949782507708695
Atharva Banerjee,19,0,3,2,61.78,5.57,5.47,8.19,6.37,7.01,0.0,occasionally,0,6.522,2,0,1.4399999999999995,0.4251583275805144,0.41847579016327613
Aarav Patel,19,1,0,2,72.58,7.1,8.92,8.09,7.54,7.0,1.0,never,0,7.7299999999999995,0,1,-0.09999999999999964,0.426599033526428,0.41894578198498245
Shaurya Naik,22,1,2,0,72.25,6.28,8.98,6.98,7.1,7.09,1.0,never,0,7.286000000000001,0,1,0.8099999999999996,0.48139088153195053,0.4758438721225708
Amit Tiwari,19,1,4,2,62.53,6.74,8.19,6.7,6.56,7.01,1.0,rarely,0,7.039999999999999,1,1,0.2699999999999996,0.49465738211723753,0.496014918036826
Nisha Mittal,19,1,0,0,66.37,8.34,6.45,5.08,5.09,6.76,4.0,never,1,6.343999999999999,0,1,-1.58,0.8460695740913049,0.8169807340715987
Saanvi Verma,18,0,4,2,61.35,7.83,6.55,7.0,7.53,5.28,1.0,occasionally,0,6.837999999999999,2,1,-2.55,0.46419245430260836,0.4528411170141164
Khushi Ansari,19,1,4,1,77.68,6.79,8.2,7.0,6.89,10.0,2.0,never,0,7.775999999999999,0,1,3.21,0.4731518444037579,0.4788073147361473
Monika Pawar,19,0,0,0,74.89,5.65,5.96,6.49,7.35,9.19,0.0,rarely,0,6.928,1,0,3.539999999999999,0.37741993576852656,0.37933439723936996
Sejal Rane,20,0,2,1,66.04,6.8,6.8,7.97,4.5,6.32,2.0,occasionally,0,6.478,2,1,-0.47999999999999954,0.5613350541765465,0.5631481420451597
Divya Solanki,22,1,4,2,92.34,8.26,7.16,7.08,7.49,8.32,1.0,regularly,0,7.662000000000001,3,1,0.0600000000000005,0.16571119848725854,0.16572346520478684
Jinal Dubey,20,1,2,2,100.0,5.97,8.01,4.36,5.94,6.94,0.0,regularly,0,6.244000000000001,3,0,0.9700000000000006,0.22643095116607123,0.2323206618692239
Sejal Mishra,22,0,0,2,62.42,7.72,6.22,6.47,8.27,6.38,1.0,never,0,7.0120000000000005,0,1,-1.3399999999999999,0.5585436864063391,0.5547826010514185
Sara Wagh,22,0,4,2,65.76,7.92,7.64,5.21,7.32,4.98,1.0,rarely,0,6.614,1,1,-2.9399999999999995,0.5312603175556022,0.5321136539102009
Ira Katpara,19,1,1,1,79.77,6.6,6.31,6.2,8.46,6.31,0.0,regularly,0,6.776000000000001,3,0,-0.29000000000000004,0.2536392832487918,0.25457138702220733
Reyansh Agarwal,22,1,0,0,72.58,10.0,9.1,6.96,7.31,6.24,1.0,never,1,7.9220000000000015,0,1,-3.76,0.40354773839181174,0.40311623815837033
Ananya Chaudhary,21,1,1,1,64.24,3.0,7.09,7.56,6.28,4.45,0.0,regularly,1,5.676,3,0,1.4500000000000002,0.4556232553951436,0.45757841982613884
Akash D'Souza,21,1,3,1,96.7,6.45,6.48,5.44,6.49,8.16,2.0,rarely,0,6.603999999999999,1,1,1.71,0.4681994177146802,0.48818666868731336
Karan Gawande,20,1,0,1,46.99,7.77,5.42,6.1,7.5,4.82,2.0,never,0,6.322,0,1,-2.9499999999999993,0.7858900861422097,0.783452943155517
Mayank Rao,20,1,3,2,72.58,6.22,7.83,7.02,7.0,6.29,2.0,rarely,0,6.872,1,1,0.07000000000000028,0.5446168622625086,0.5408847819622505
Jinal Pawar,22,0,2,2,78.48,7.28,7.15,7.0,9.33,6.42,1.0,occasionally,0,7.436,2,1,-0.8600000000000003,0.31527448449740375,0.3241526573980784
Monika Salunkhe,22,0,2,2,76.77,6.17,7.13,9.85,7.36,7.32,1.0,regularly,0,7.566,3,1,1.1500000000000004,0.24733619473542032,0.2533449921081944
Shruti Chavan,20,1,0,1,100.0,9.24,6.44,8.66,8.05,6.68,2.0,rarely,0,7.814,1,1,-2.5600000000000005,0.3080709547678362,0.3486347601625221
Vivaan Malhotra,19,0,0,0,43.77,7.81,4.68,5.36,6.52,5.54,0.0,occasionally,1,5.981999999999999,2,0,-2.2699999999999996,0.5710748266650659,0.5585372886209815
Kabir Fernandes,20,1,4,1,80.77,7.92,5.4,6.62,8.79,7.79,0.0,regularly,0,7.304,3,0,-0.1299999999999999,0.18574601554761824,0.18703375627618132
Om Qureshi,19,1,1,0,72.51,6.73,7.44,6.48,7.21,7.01,0.0,occasionally,0,6.974000000000001,2,0,0.27999999999999936,0.3225830657021939,0.32918490755646906
Saanvi D'Souza,22,1,4,2,64.33,7.42,7.55,5.04,7.67,4.71,0.0,regularly,0,6.478,3,0,-2.71,0.35893087612930336,0.36829289514202357
Heena Mishra,19,1,2,0,53.53,7.37,8.37,6.24,7.62,5.63,4.0,never,1,7.045999999999999,0,1,-1.7400000000000002,0.8195966023351444,0.7876798903057547
Arjun Mukherjee,18,0,3,0,55.63,8.16,8.92,5.22,6.2,7.62,2.0,never,1,7.223999999999999,0,1,-0.54,0.6386979620013807,0.6381445234960921
Ananya Fernandes,22,1,4,1,85.98,8.51,7.96,9.47,7.67,6.81,2.0,occasionally,0,8.084,2,1,-1.7000000000000002,0.2787465858270553,0.2877474589636417
Rahul Verma,21,0,4,2,58.38,7.17,4.74,7.0,8.04,6.43,1.0,rarely,0,6.675999999999999,1,1,-0.7400000000000002,0.5570429510460125,0.5521192051672208
Aditya Bose,20,1,4,2,95.03,5.49,8.05,6.95,8.3,7.01,1.0,never,0,7.160000000000001,0,1,1.5199999999999996,0.3939580394393251,0.39495407901281
Prisha Saxena,22,1,4,1,80.53,5.13,6.995,6.5,8.6,4.75,3.0,regularly,0,6.3950000000000005,3,1,-0.3799999999999999,0.5210703244589848,0.5258548448486441
Saanvi Yadav,21,0,4,2,49.24,6.84,9.53,3.74,7.84,6.19,2.0,regularly,0,6.828,3,1,-0.6499999999999995,0.534922111834799,0.5381818591881469
Khushi Fernandes,22,0,2,0,69.14,7.62,6.22,6.27,6.37,8.62,1.0,never,0,7.0200000000000005,0,1,0.9999999999999991,0.5273283909115466,0.5302643178244758
Tanya Prajapati,20,0,2,2,49.79,6.44,6.995,7.0,7.36,7.99,2.0,regularly,0,7.157000000000001,3,1,1.5499999999999998,0.49294654380646497,0.4979523790265806
Pranav More,19,0,2,0,100.0,7.26,5.97,8.04,6.88,7.1,2.0,regularly,0,7.05,3,1,-0.16000000000000014,0.27973707116487073,0.2842444245850029
Ira Sinha,19,1,0,0,67.13,5.68,6.995,3.62,8.09,5.75,1.0,never,1,6.027,0,1,0.07000000000000028,0.6555962421586577,0.6406445161388876
Yash Solanki,21,0,1,1,68.39,9.51,6.49,6.72,8.04,6.89,1.0,regularly,0,7.529999999999999,3,1,-2.62,0.28938679953177054,0.29447884882898
Sai Sawant,22,0,2,2,91.62,8.41,7.64,5.18,6.85,8.73,1.0,never,0,7.362,0,1,0.3200000000000003,0.38505867875258865,0.3868027251905977
Sai Qureshi,19,0,1,0,85.69,7.02,7.68,6.29,8.87,5.66,1.0,never,0,7.103999999999999,0,1,-1.3599999999999994,0.44273193864993854,0.4354257151060163
Dhruv Jain,18,0,0,2,82.26,5.64,7.58,8.32,8.29,7.01,0.0,never,0,7.367999999999999,0,0,1.37,0.3514422066812738,0.35205294452133506
Nisha Solanki,22,1,1,2,68.5,5.02,8.65,7.0,9.7,8.38,1.0,occasionally,0,7.75,2,1,3.360000000000001,0.32250802893417774,0.3124695162848349
Rekha Mathew,19,0,2,2,68.81,7.27,6.98,6.13,5.74,10.0,1.0,regularly,0,7.223999999999999,3,1,2.7300000000000004,0.3242338745985533,0.32418316315959406
Shreya Kapoor,21,1,3,0,57.12,7.16,3.83,7.2,7.04,8.28,1.0,never,1,6.702,0,1,1.1199999999999992,0.6196236155716301,0.6101118812385673
Tejas D'Souza,20,1,2,0,78.08,8.0,7.2,6.61,6.92,7.52,2.0,rarely,0,7.25,1,1,-0.4800000000000004,0.4744724915208452,0.48167961550774446
Kiara Kulkarni,19,1,1,1,88.09,9.91,7.58,6.66,6.81,7.85,1.0,rarely,0,7.7620000000000005,1,1,-2.0600000000000005,0.2928985202749346,0.2905128937031955
Aanya Kamble,20,0,1,0,100.0,6.07,7.87,7.45,5.75,6.0,1.0,occasionally,0,6.628,2,1,-0.07000000000000028,0.3153945433262298,0.32365712611260344
Chirag Lad,20,1,0,2,72.58,7.05,6.63,7.0,6.28,6.03,2.0,occasionally,0,6.598000000000001,2,1,-1.0199999999999996,0.5174835669478043,0.5147970771009985
Sejal Reddy,22,1,2,0,80.6,6.14,8.35,7.0,6.38,6.45,1.0,regularly,0,6.864,3,1,0.3100000000000005,0.31437404328120777,0.3090444269525046
Darshan Shinde,20,0,1,1,59.99,6.37,7.88,7.81,7.67,7.1,0.0,never,1,7.366,0,0,0.7299999999999995,0.45194645376234355,0.443026130250433
Trisha Solanki,22,1,0,0,58.77,5.4,8.04,8.57,7.06,7.51,1.0,regularly,0,7.316,3,1,2.1099999999999994,0.3583906113995858,0.3617937049688921
Bhavesh Rane,21,0,0,2,100.0,5.68,6.995,6.24,6.92,7.02,1.0,rarely,0,6.571000000000001,1,1,1.3399999999999999,0.38226731098238126,0.39189113941734166
Krupa Desai,20,1,2,0,88.41,7.15,6.79,10.0,5.46,6.11,1.0,never,0,7.102000000000001,0,1,-1.04,0.43072605576732576,0.42506752507215934
Ritika Patel,18,1,0,1,79.11,5.6,5.19,7.08,8.08,6.58,1.0,rarely,0,6.5059999999999985,1,1,0.9800000000000004,0.48412221988774523,0.49070752279152324
Riya Iyer,18,0,4,1,78.88,8.12,7.47,7.0,6.04,6.7,0.0,never,0,7.066,0,0,-1.419999999999999,0.4029174295404749,0.4042313265776681
Harsh Menon,19,1,1,0,100.0,7.48,7.68,6.07,6.84,6.87,2.0,rarely,0,6.9879999999999995,1,1,-0.6100000000000003,0.4072395473782153,0.4184908995244832
Mayank Shetty,18,1,2,0,86.96,8.8,7.66,8.25,6.34,6.75,2.0,rarely,0,7.56,1,1,-2.0500000000000007,0.397274664585647,0.39599979135819685
Darshan Sharma,20,0,3,2,88.18,5.71,6.995,4.12,7.73,7.45,0.0,occasionally,0,6.401000000000001,2,0,1.7400000000000002,0.3208272053306119,0.3185631323904643
Ananya Sharma,19,0,4,2,71.07,6.86,6.05,7.22,6.7,7.13,0.0,rarely,0,6.792,1,0,0.2699999999999996,0.41094636371822196,0.4137048466249958
Bhavesh Pawar,22,1,1,2,70.35,5.18,7.76,9.12,10.0,7.11,1.0,occasionally,0,7.8340000000000005,2,1,1.9300000000000006,0.30409400606297077,0.29730675649777105
Heena Saxena,18,1,2,0,64.06,8.13,6.72,8.4,7.48,7.01,0.0,occasionally,0,7.548,2,0,-1.120000000000001,0.29171293934027664,0.2837155645629721
Divya Dubey,18,0,4,0,90.32,7.61,5.09,5.96,7.61,6.83,1.0,regularly,0,6.62,3,1,-0.7800000000000002,0.29990695440765974,0.3024445963437188
Saloni Rawat,21,0,0,0,75.54,6.79,5.71,7.0,7.47,6.44,1.0,regularly,0,6.6819999999999995,3,1,-0.34999999999999964,0.3590059128973197,0.3642295754898688
Heena Pinto,18,0,1,0,48.68,4.35,8.05,5.82,5.84,8.18,1.0,occasionally,0,6.447999999999999,2,1,3.83,0.5680583485908097,0.5518090396219216
Shreya Menon,18,0,1,2,80.44,6.57,7.75,7.99,5.19,7.03,0.0,regularly,0,6.906000000000001,3,0,0.45999999999999996,0.2350151574271392,0.23250728704746806
Bhakti Thomas,22,1,1,0,80.42,6.57,9.24,8.92,9.74,6.17,0.0,never,0,8.128,0,0,-0.40000000000000036,0.26848155596242146,0.26261692953284455
Kabir Jadhav,19,1,3,2,75.95,7.11,6.4,6.48,6.05,6.38,0.0,occasionally,0,6.484,2,0,-0.7300000000000004,0.36592430290842504,0.36170942039155063
Krishna Jadhav,22,1,2,1,72.58,9.14,5.05,5.85,7.73,7.18,1.0,rarely,0,6.99,1,1,-1.9600000000000009,0.4554131524446978,0.4515604114566441
Bhavesh Inamdar,21,0,4,1,73.52,6.44,5.72,6.46,6.32,8.96,1.0,never,0,6.780000000000001,0,1,2.5200000000000005,0.5364228471951255,0.5281743618560515
Sneha Katpara,22,1,1,1,67.07,5.71,6.48,4.46,6.12,6.63,0.0,occasionally,0,5.880000000000001,2,0,0.9199999999999999,0.478419425518504,0.4618675807090663
Bhakti Mhatre,20,0,2,1,67.24,7.95,8.62,8.27,7.56,7.01,2.0,rarely,0,7.882,1,1,-0.9400000000000004,0.4473992256205541,0.45553913409511076
Shivansh Inamdar,18,1,0,2,80.13,9.3,5.17,5.62,8.03,7.32,2.0,occasionally,0,7.087999999999999,2,1,-1.9800000000000004,0.42466308491160676,0.4256908586322225
Nikhil Patankar,19,0,4,2,67.12,8.17,8.05,7.44,4.93,6.57,0.0,never,0,7.031999999999999,0,0,-1.5999999999999996,0.45994537323288415,0.46454327883163754
Aditi Lad,22,1,4,1,58.71,7.04,6.23,8.78,6.12,5.32,1.0,regularly,0,6.697999999999999,3,1,-1.7199999999999998,0.43285709997898986,0.43417106650477544
Neha Nikam,18,1,3,0,72.58,6.19,8.72,8.14,4.97,5.7,1.0,rarely,0,6.744,1,1,-0.4900000000000002,0.4849476243359246,0.4853655766887065
Rudra Mehta,20,1,1,2,71.46,7.52,6.995,7.52,6.29,7.67,1.0,rarely,0,7.199,1,1,0.15000000000000036,0.435363328030735,0.4323997266972001
Ishita Shetty,20,0,0,2,75.44,9.93,8.0,6.23,5.91,6.41,0.0,rarely,0,7.296000000000001,1,0,-3.5199999999999996,0.3307620734159737,0.3305101572020034
Bhakti Verma,22,0,3,1,71.93,7.82,6.82,7.33,8.19,6.68,0.0,occasionally,0,7.367999999999999,2,0,-1.1400000000000006,0.27789116667166913,0.282593382469078
Hitesh George,19,0,2,2,78.7,8.16,6.995,9.22,6.5,5.68,1.0,never,0,7.311,0,1,-2.4800000000000004,0.4493501815889786,0.45204786323445395
Yash Shinde,19,0,1,2,52.33,6.33,6.61,5.47,8.36,6.15,2.0,never,1,6.5840000000000005,0,1,-0.17999999999999972,0.7303928925173335,0.7190956159747683
Tanvi Inamdar,18,1,2,0,72.58,7.75,7.84,5.89,6.31,8.34,0.0,rarely,0,7.225999999999999,1,0,0.5899999999999999,0.3520425008254045,0.3502831049491331
Parth Mishra,20,0,0,2,63.43,6.36,8.13,7.0,9.16,6.62,1.0,never,1,7.454000000000001,0,1,0.2599999999999998,0.5009304559234025,0.5013613823476253
Ira George,21,1,3,0,67.08,4.95,6.62,6.43,8.05,6.7,2.0,occasionally,0,6.55,2,1,1.75,0.5480085241768466,0.5475686013972032
Aditi Pandey,21,1,1,2,74.28,7.65,7.21,8.51,8.02,8.3,0.0,regularly,0,7.938,3,0,0.6500000000000004,0.1388480355374133,0.18842951091212345
Ishaan Mukherjee,22,1,3,1,64.29,8.41,6.64,5.52,6.79,8.73,2.0,occasionally,0,7.218000000000001,2,1,0.3200000000000003,0.4803703814869285,0.47885525010147223
Diya Dubey,21,0,2,0,94.86,6.9,6.35,8.49,8.61,7.11,1.0,occasionally,0,7.492,2,1,0.20999999999999996,0.23480505447669353,0.23866153129970916
Deepak Dalvi,18,1,4,2,100.0,7.62,7.25,7.74,7.85,6.83,1.0,occasionally,0,7.458,2,1,-0.79,0.21574571540054618,0.2323090464544669
Muskan Shaikh,18,0,0,2,72.58,7.83,8.4,8.07,6.75,6.65,4.0,rarely,0,7.540000000000001,1,1,-1.1799999999999997,0.6144911006393131,0.6046228171538958
Amit Chavan,22,1,3,1,90.72,7.78,9.06,7.24,6.94,8.32,0.0,rarely,0,7.868,1,0,0.54,0.1932947144100608,0.18976730970685068
Bhakti Sharma,18,0,4,1,58.45,7.9,7.05,7.73,8.15,7.01,1.0,regularly,0,7.568,3,1,-0.8900000000000006,0.32957649248131576,0.33419708473796267
Dhruv Salunkhe,19,1,2,1,74.6,4.93,8.7,6.5,7.61,8.93,3.0,never,1,7.3340000000000005,0,1,4.0,0.6151214094906503,0.6082502188268087
Payal Pinto,21,0,1,1,96.31,7.26,5.44,6.24,6.28,7.94,2.0,regularly,0,6.632,3,1,0.6800000000000006,0.34653480205300596,0.35670214044304777
Ira Sethi,18,1,3,2,72.58,6.56,7.98,7.14,8.3,6.59,0.0,rarely,0,7.314,1,0,0.03000000000000025,0.3414773238887054,0.3420549964960524
Khushi Iyer,18,1,2,0,84.7,9.77,6.86,5.95,6.74,6.62,1.0,never,0,7.188,0,1,-3.1499999999999995,0.43710418104871385,0.4328490584979724
Arjun Chopra,18,0,2,2,70.1,7.94,7.44,5.48,8.16,6.03,0.0,rarely,0,7.01,1,0,-1.9100000000000001,0.389140678932677,0.39316704232448507
Nisha Gawande,21,1,4,0,100.0,5.7,7.07,7.94,8.38,6.32,1.0,rarely,0,7.082000000000001,1,1,0.6200000000000001,0.32091724945223143,0.32313430269371535
Hetal Nair,18,0,0,1,84.56,7.57,5.27,6.28,10.0,6.41,2.0,rarely,0,7.106,1,1,-1.1600000000000001,0.46258666746705884,0.46496250950208784
Karan Yadav,22,0,3,0,59.27,5.49,8.47,7.3,7.03,7.06,2.0,regularly,0,7.07,3,1,1.5699999999999994,0.4607107482666506,0.4575091933778312
Jay Iyer,20,1,2,1,53.14,8.4,5.01,7.7,6.68,7.2,0.0,occasionally,0,6.998,2,0,-1.2000000000000002,0.4069093855989434,0.4033372386331879
Sara Joshi,18,1,4,0,84.0,7.13,8.09,6.96,6.71,7.27,1.0,occasionally,0,7.231999999999999,2,1,0.13999999999999968,0.31491430801092535,0.31912058191533804
Tanish Bose,21,1,2,1,58.5,7.49,6.79,6.38,6.82,7.94,1.0,rarely,0,7.0840000000000005,1,1,0.4500000000000002,0.5075186841552359,0.5011996936706289
Karan Pawar,19,0,3,1,69.93,7.0,6.67,6.45,6.17,7.01,3.0,regularly,0,6.659999999999999,3,1,0.009999999999999787,0.5369781192784464,0.5617936484115502
Sejal Pandey,20,0,1,0,94.34,8.27,6.11,7.07,8.33,8.09,1.0,never,0,7.574000000000001,0,1,-0.17999999999999972,0.34736020650118543,0.3409308512847332
Sara Saxena,22,0,4,2,81.67,8.58,8.34,7.0,8.99,7.61,0.0,regularly,0,8.104000000000001,3,0,-0.9699999999999998,0.08564696701383655,0.10122019451605313
Saanvi Deshmukh,20,1,0,2,62.09,6.22,6.2,6.9,7.07,7.39,1.0,occasionally,0,6.756,2,1,1.17,0.4707056457664255,0.47114324153154624
Diya Chaudhari,18,0,2,0,74.95,8.79,6.42,7.0,6.16,6.52,2.0,regularly,0,6.978,3,1,-2.2699999999999996,0.4011615691688928,0.40719274323368265
Hitesh Menon,19,0,2,0,61.49,5.72,7.29,4.93,6.69,9.96,1.0,rarely,0,6.918000000000001,1,1,4.240000000000001,0.5139868535582434,0.5167872199564506
Tanvi Yadav,18,1,3,0,71.49,8.32,8.73,9.82,5.11,5.35,4.0,never,1,7.465999999999999,0,1,-2.9700000000000006,0.6883122730137768,0.6616125549755628
Arnav Desai,19,1,2,2,81.89,6.65,6.57,7.22,6.97,8.6,2.0,regularly,0,7.202,3,1,1.9499999999999993,0.34302308130984177,0.35808343193242204
Ira Nikam,21,1,3,2,100.0,9.8,6.7,7.62,8.14,6.78,0.0,never,0,7.808000000000002,0,0,-3.0200000000000005,0.21874718612119912,0.2275519444859871
Pooja Mukherjee,20,0,1,2,57.84,9.31,6.995,8.1,8.39,4.19,1.0,occasionally,0,7.397,2,1,-5.12,0.41288231233304307,0.41632801459674845
Meera Rawat,21,0,2,2,74.43,6.71,9.4,7.27,6.9,5.98,3.0,occasionally,0,7.252000000000001,2,1,-0.7299999999999995,0.5056727796620343,0.49529546358304494
Trisha Sinha,22,1,0,1,81.52,4.7,7.32,6.26,9.17,7.01,1.0,rarely,0,6.892,1,1,2.3099999999999996,0.4269291953056998,0.42932207365690506
Laksh Singh,22,1,3,2,49.23,9.12,8.28,7.58,6.94,6.71,1.0,occasionally,0,7.725999999999999,2,1,-2.4099999999999993,0.41214695200648327,0.4009297405182695
Heena Chavan,21,0,0,1,75.71,4.86,8.48,7.0,5.69,7.04,1.0,never,0,6.614,0,1,2.1799999999999997,0.5464927814629168,0.5506186597463321
Akash Saxena,21,0,4,0,71.74,7.79,6.82,7.04,6.79,8.3,0.0,rarely,0,7.347999999999999,1,0,0.5100000000000007,0.3411771768166402,0.3426004886459182
Chirag Sheikh,21,1,0,1,77.14,4.69,7.47,7.23,8.35,6.4,2.0,occasionally,0,6.828,2,1,1.71,0.4693399765885283,0.46870229903399385
Monika Patil,18,0,3,0,62.9,7.61,7.14,7.39,7.21,6.42,2.0,regularly,0,7.154000000000001,3,1,-1.1900000000000004,0.43428279857129987,0.44152849306150105
Krishna Nair,18,1,3,0,83.91,6.49,6.84,6.76,7.21,7.56,0.0,regularly,0,6.9719999999999995,3,0,1.0699999999999994,0.21146861962361557,0.20765189506193985
Pranav Mishra,22,1,3,2,76.5,6.74,6.995,10.0,7.87,5.82,0.0,never,0,7.484999999999999,0,0,-0.9199999999999999,0.36332803073506015,0.36314637251447895
Ritika Gadkari,19,0,2,2,74.67,5.3,7.18,8.15,6.07,4.64,2.0,regularly,0,6.268000000000001,3,1,-0.6600000000000001,0.4876639553381155,0.49237389642746565
Arjun Gokhale,21,1,3,1,84.2,8.79,5.14,5.72,4.59,6.19,0.0,regularly,0,6.086,3,0,-2.5999999999999988,0.31653510220007797,0.3201616784750794
Shaurya Dalvi,20,1,0,2,85.23,7.79,5.78,8.03,6.62,7.01,4.0,occasionally,0,7.046000000000001,2,1,-0.7800000000000002,0.5568178407419634,0.5259213407099843
Ishaan Dalvi,21,0,3,2,100.0,6.47,8.1,5.29,4.76,5.27,2.0,rarely,0,5.978,1,1,-1.2000000000000002,0.5284989644926014,0.5578038431279162
Ananya Verma,18,0,3,0,84.18,5.13,5.71,7.41,7.75,7.77,0.0,occasionally,0,6.754,2,0,2.6399999999999997,0.29645526307890857,0.2947349564269257
Rudra Rao,22,0,2,1,83.17,7.54,8.11,6.42,6.48,9.62,1.0,never,0,7.634,0,1,2.079999999999999,0.39044631869616103,0.3883536554392213
Aditi Reddy,20,1,0,2,47.28,7.32,6.64,7.22,7.76,5.85,0.0,occasionally,0,6.958,2,0,-1.4700000000000006,0.4380946663865294,0.4339386055318155
Payal Iyer,18,1,2,2,68.34,6.67,5.55,7.0,6.96,7.02,2.0,regularly,0,6.640000000000001,3,1,0.34999999999999964,0.4715010355073985,0.4828861826946172
Sumit Kadam,20,1,2,0,100.0,8.04,7.41,7.0,7.48,6.17,1.0,occasionally,0,7.220000000000001,2,1,-1.8699999999999992,0.24431971666116384,0.252156316909389
Ansh Chowdhury,19,0,2,0,77.16,8.61,7.52,8.56,5.79,8.3,2.0,occasionally,0,7.756,2,1,-0.3099999999999987,0.35783533931626493,0.36462781590970683
Isha Chowdhury,21,1,4,1,81.92,8.23,6.24,5.18,4.35,7.01,0.0,rarely,0,6.202,1,0,-1.2200000000000006,0.432932136747006,0.4268683625077141
Sneha Nikam,18,0,0,0,46.3,7.74,9.4,6.06,9.86,6.86,2.0,regularly,0,7.984,3,1,-0.8799999999999999,0.409370591589879,0.43819684337652687
Kunal Verma,20,0,3,0,76.5,7.6,7.52,7.51,5.67,5.59,2.0,rarely,0,6.7780000000000005,1,1,-2.01,0.538253744334724,0.5391965944845716
Krishna Sawant,19,0,0,0,72.6,6.71,7.07,7.0,6.74,7.01,2.0,rarely,0,6.906000000000001,1,1,0.2999999999999998,0.5404448179608007,0.5378711222937542
Aditya Shah,21,1,4,0,87.16,7.18,6.79,7.1,6.98,10.0,1.0,never,0,7.609999999999999,0,1,2.8200000000000003,0.3753639283248793,0.34924913658137635
Kabir Bose,18,1,4,1,58.68,6.15,6.94,8.27,9.43,8.64,1.0,rarely,0,7.886,1,1,2.49,0.4104211063421076,0.41972773017106996
Aryan More,19,1,2,0,60.3,5.33,6.86,7.74,5.66,6.78,0.0,never,1,6.473999999999999,0,0,1.4500000000000002,0.5576432451901433,0.5528470221282411
Vidhi Bhosale,19,1,4,1,86.37,7.97,7.28,7.0,7.37,7.11,0.0,occasionally,0,7.346000000000001,2,0,-0.8599999999999994,0.21552060509649706,0.21837580227056905
Tanvi Kapoor,19,1,0,2,100.0,8.51,5.03,7.0,8.05,7.01,3.0,occasionally,0,7.12,2,1,-1.5,0.4063991355764324,0.41403630468615754
Atharva Chaudhary,18,0,1,1,57.01,7.81,6.95,7.28,8.4,7.75,1.0,regularly,0,7.638,3,1,-0.05999999999999961,0.32765555122009776,0.3294312763838915
Palak Ghosh,19,0,1,1,86.34,7.63,8.19,8.11,9.22,7.01,1.0,rarely,0,8.032,1,1,-0.6200000000000001,0.26836149713359536,0.2806607312254535
Sejal Mhatre,18,0,0,2,73.27,6.23,6.26,7.54,7.39,5.56,0.0,regularly,0,6.596000000000001,3,0,-0.6700000000000008,0.3045142119638621,0.31142686382923684
Arnav Chaudhary,18,0,0,1,71.39,5.98,7.66,6.48,7.77,6.32,1.0,occasionally,0,6.8420000000000005,2,1,0.33999999999999986,0.41851006993426765,0.41418775912523315
Sejal Varghese,22,1,4,2,73.57,6.41,8.14,6.44,7.31,5.46,1.0,rarely,0,6.752,1,1,-0.9500000000000002,0.4795299696851458,0.48087748411048525
Manav Katpara,18,1,3,2,61.71,6.25,5.68,7.88,8.21,7.03,1.0,regularly,0,7.01,3,1,0.7800000000000002,0.38189212714229975,0.3802430337182884
